Name,Type,Forward_MACs,FPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/encoder/layer.1/attention/self/Reshape,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.1/attention/self/value/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.1/attention/self/value/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.1/attention/self/Reshape_1,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.1/attention/self/Transpose,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.1/attention/self/Reshape_2,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.1/attention/self/Transpose_1,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.1/attention/self/Transpose_2,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x32x14
/encoder/layer.1/attention/self/MatMul,MatMul,75264,0.02%,9408,0.00%,0,0.00%,1x12x14x32,1x12x14x14
/encoder/layer.1/attention/self/Div,Div,9408,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.1/attention/self/Add,Add,2352,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.1/attention/self/Softmax,Softmax,84672,0.03%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.1/attention/self/MatMul_1,MatMul,75264,0.02%,21504,0.00%,0,0.00%,1x12x14x14,1x12x14x32
/encoder/layer.1/attention/self/Transpose_3,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x12x14x32,1x14x12x32
/encoder/layer.1/attention/self/Reshape_3,Reshape,0,0.00%,21528,0.00%,3,0.00%,1x14x12x32,1x14x384
/encoder/layer.1/attention/output/dense/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.1/attention/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.1/attention/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.1/attention/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.1/intermediate/dense/MatMul,MatMul,8257536,2.72%,2445312,0.51%,589824,0.50%,1x14x384,1x14x1536
/encoder/layer.1/intermediate/dense/Add,Add,21504,0.01%,92160,0.02%,1536,0.00%,1536,1x14x1536
/encoder/layer.1/intermediate/intermediate_act_fn/Div,Div,86016,0.03%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.1/intermediate/intermediate_act_fn/Erf,Erf,0,0.00%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.1/intermediate/intermediate_act_fn/Add,Add,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.1/intermediate/intermediate_act_fn/Mul,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.1/intermediate/intermediate_act_fn/Mul_1,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.1/output/dense/MatMul,MatMul,8257536,2.72%,2380800,0.49%,589824,0.50%,1x14x1536,1x14x384
/encoder/layer.1/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.1/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.1/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.2/attention/self/query/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.2/attention/self/query/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.2/attention/self/key/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.2/attention/self/key/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.2/attention/self/Reshape,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.2/attention/self/value/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.2/attention/self/value/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.2/attention/self/Reshape_1,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.2/attention/self/Transpose,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.2/attention/self/Reshape_2,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.2/attention/self/Transpose_1,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.2/attention/self/Transpose_2,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x32x14
/encoder/layer.2/attention/self/MatMul,MatMul,75264,0.02%,9408,0.00%,0,0.00%,1x12x14x32,1x12x14x14
/encoder/layer.2/attention/self/Div,Div,9408,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.2/attention/self/Add,Add,2352,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.2/attention/self/Softmax,Softmax,84672,0.03%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.2/attention/self/MatMul_1,MatMul,75264,0.02%,21504,0.00%,0,0.00%,1x12x14x14,1x12x14x32
/encoder/layer.2/attention/self/Transpose_3,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x12x14x32,1x14x12x32
/encoder/layer.2/attention/self/Reshape_3,Reshape,0,0.00%,21528,0.00%,3,0.00%,1x14x12x32,1x14x384
/encoder/layer.2/attention/output/dense/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.2/attention/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.2/attention/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.2/attention/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.2/intermediate/dense/MatMul,MatMul,8257536,2.72%,2445312,0.51%,589824,0.50%,1x14x384,1x14x1536
/encoder/layer.2/intermediate/dense/Add,Add,21504,0.01%,92160,0.02%,1536,0.00%,1536,1x14x1536
/encoder/layer.2/intermediate/intermediate_act_fn/Div,Div,86016,0.03%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.2/intermediate/intermediate_act_fn/Erf,Erf,0,0.00%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.2/intermediate/intermediate_act_fn/Add,Add,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.2/intermediate/intermediate_act_fn/Mul,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.2/intermediate/intermediate_act_fn/Mul_1,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.2/output/dense/MatMul,MatMul,8257536,2.72%,2380800,0.49%,589824,0.50%,1x14x1536,1x14x384
/encoder/layer.2/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.2/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.2/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.3/attention/self/query/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.3/attention/self/query/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.3/attention/self/key/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.3/attention/self/key/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.3/attention/self/Reshape,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.3/attention/self/value/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.3/attention/self/value/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.3/attention/self/Reshape_1,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.3/attention/self/Transpose,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.3/attention/self/Reshape_2,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.3/attention/self/Transpose_1,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.3/attention/self/Transpose_2,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x32x14
/encoder/layer.3/attention/self/MatMul,MatMul,75264,0.02%,9408,0.00%,0,0.00%,1x12x14x32,1x12x14x14
/encoder/layer.3/attention/self/Div,Div,9408,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.3/attention/self/Add,Add,2352,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.3/attention/self/Softmax,Softmax,84672,0.03%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.3/attention/self/MatMul_1,MatMul,75264,0.02%,21504,0.00%,0,0.00%,1x12x14x14,1x12x14x32
/encoder/layer.3/attention/self/Transpose_3,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x12x14x32,1x14x12x32
/encoder/layer.3/attention/self/Reshape_3,Reshape,0,0.00%,21528,0.00%,3,0.00%,1x14x12x32,1x14x384
/encoder/layer.3/attention/output/dense/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.3/attention/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.3/attention/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.3/attention/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.3/intermediate/dense/MatMul,MatMul,8257536,2.72%,2445312,0.51%,589824,0.50%,1x14x384,1x14x1536
/encoder/layer.3/intermediate/dense/Add,Add,21504,0.01%,92160,0.02%,1536,0.00%,1536,1x14x1536
/encoder/layer.3/intermediate/intermediate_act_fn/Div,Div,86016,0.03%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.3/intermediate/intermediate_act_fn/Erf,Erf,0,0.00%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.3/intermediate/intermediate_act_fn/Add,Add,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.3/intermediate/intermediate_act_fn/Mul,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.3/intermediate/intermediate_act_fn/Mul_1,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.3/output/dense/MatMul,MatMul,8257536,2.72%,2380800,0.49%,589824,0.50%,1x14x1536,1x14x384
/encoder/layer.3/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.3/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.3/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.4/attention/self/query/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.4/attention/self/query/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.4/attention/self/key/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.4/attention/self/key/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.4/attention/self/Reshape,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.4/attention/self/value/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.4/attention/self/value/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.4/attention/self/Reshape_1,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.4/attention/self/Transpose,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.4/attention/self/Reshape_2,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.4/attention/self/Transpose_1,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.4/attention/self/Transpose_2,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x32x14
/encoder/layer.4/attention/self/MatMul,MatMul,75264,0.02%,9408,0.00%,0,0.00%,1x12x14x32,1x12x14x14
/encoder/layer.4/attention/self/Div,Div,9408,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.4/attention/self/Add,Add,2352,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.4/attention/self/Softmax,Softmax,84672,0.03%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.4/attention/self/MatMul_1,MatMul,75264,0.02%,21504,0.00%,0,0.00%,1x12x14x14,1x12x14x32
/encoder/layer.4/attention/self/Transpose_3,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x12x14x32,1x14x12x32
/encoder/layer.4/attention/self/Reshape_3,Reshape,0,0.00%,21528,0.00%,3,0.00%,1x14x12x32,1x14x384
/encoder/layer.4/attention/output/dense/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.4/attention/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.4/attention/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.4/attention/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.4/intermediate/dense/MatMul,MatMul,8257536,2.72%,2445312,0.51%,589824,0.50%,1x14x384,1x14x1536
/encoder/layer.4/intermediate/dense/Add,Add,21504,0.01%,92160,0.02%,1536,0.00%,1536,1x14x1536
/encoder/layer.4/intermediate/intermediate_act_fn/Div,Div,86016,0.03%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.4/intermediate/intermediate_act_fn/Erf,Erf,0,0.00%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.4/intermediate/intermediate_act_fn/Add,Add,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.4/intermediate/intermediate_act_fn/Mul,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.4/intermediate/intermediate_act_fn/Mul_1,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.4/output/dense/MatMul,MatMul,8257536,2.72%,2380800,0.49%,589824,0.50%,1x14x1536,1x14x384
/encoder/layer.4/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.4/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.4/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.5/attention/self/query/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.5/attention/self/query/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.5/attention/self/key/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.5/attention/self/key/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.5/attention/self/Reshape,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.5/attention/self/value/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.5/attention/self/value/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.5/attention/self/Reshape_1,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.5/attention/self/Transpose,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.5/attention/self/Reshape_2,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.5/attention/self/Transpose_1,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.5/attention/self/Transpose_2,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x32x14
/encoder/layer.5/attention/self/MatMul,MatMul,75264,0.02%,9408,0.00%,0,0.00%,1x12x14x32,1x12x14x14
/encoder/layer.5/attention/self/Div,Div,9408,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.5/attention/self/Add,Add,2352,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.5/attention/self/Softmax,Softmax,84672,0.03%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.5/attention/self/MatMul_1,MatMul,75264,0.02%,21504,0.00%,0,0.00%,1x12x14x14,1x12x14x32
/encoder/layer.5/attention/self/Transpose_3,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x12x14x32,1x14x12x32
/encoder/layer.5/attention/self/Reshape_3,Reshape,0,0.00%,21528,0.00%,3,0.00%,1x14x12x32,1x14x384
/encoder/layer.5/attention/output/dense/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.5/attention/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.5/attention/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.5/attention/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.5/intermediate/dense/MatMul,MatMul,8257536,2.72%,2445312,0.51%,589824,0.50%,1x14x384,1x14x1536
/encoder/layer.5/intermediate/dense/Add,Add,21504,0.01%,92160,0.02%,1536,0.00%,1536,1x14x1536
/encoder/layer.5/intermediate/intermediate_act_fn/Div,Div,86016,0.03%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.5/intermediate/intermediate_act_fn/Erf,Erf,0,0.00%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.5/intermediate/intermediate_act_fn/Add,Add,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.5/intermediate/intermediate_act_fn/Mul,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.5/intermediate/intermediate_act_fn/Mul_1,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.5/output/dense/MatMul,MatMul,8257536,2.72%,2380800,0.49%,589824,0.50%,1x14x1536,1x14x384
/encoder/layer.5/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.5/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.5/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.6/attention/self/query/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.6/attention/self/query/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.6/attention/self/key/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.6/attention/self/key/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.6/attention/self/Reshape,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.6/attention/self/value/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.6/attention/self/value/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.6/attention/self/Reshape_1,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.6/attention/self/Transpose,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.6/attention/self/Reshape_2,Reshape,0,0.00%,21536,0.00%,4,0.00%,1x14x384,1x14x12x32
/encoder/layer.6/attention/self/Transpose_1,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x14x32
/encoder/layer.6/attention/self/Transpose_2,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x14x12x32,1x12x32x14
/encoder/layer.6/attention/self/MatMul,MatMul,75264,0.02%,9408,0.00%,0,0.00%,1x12x14x32,1x12x14x14
/encoder/layer.6/attention/self/Div,Div,9408,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.6/attention/self/Add,Add,2352,0.00%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.6/attention/self/Softmax,Softmax,84672,0.03%,9408,0.00%,0,0.00%,1x12x14x14,1x12x14x14
/encoder/layer.6/attention/self/MatMul_1,MatMul,75264,0.02%,21504,0.00%,0,0.00%,1x12x14x14,1x12x14x32
/encoder/layer.6/attention/self/Transpose_3,Transpose,0,0.00%,21504,0.00%,0,0.00%,1x12x14x32,1x14x12x32
/encoder/layer.6/attention/self/Reshape_3,Reshape,0,0.00%,21528,0.00%,3,0.00%,1x14x12x32,1x14x384
/encoder/layer.6/attention/output/dense/MatMul,MatMul,2064384,0.68%,611328,0.13%,147456,0.13%,1x14x384,1x14x384
/encoder/layer.6/attention/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
/encoder/layer.6/attention/output/Add,Add,5376,0.00%,21504,0.00%,0,0.00%,1x14x384,1x14x384
/encoder/layer.6/attention/output/LayerNorm/LayerNormalization,LayerNormalization,38038,0.01%,24576,0.01%,768,0.00%,1x14x384,1x14x384
/encoder/layer.6/intermediate/dense/MatMul,MatMul,8257536,2.72%,2445312,0.51%,589824,0.50%,1x14x384,1x14x1536
/encoder/layer.6/intermediate/dense/Add,Add,21504,0.01%,92160,0.02%,1536,0.00%,1536,1x14x1536
/encoder/layer.6/intermediate/intermediate_act_fn/Div,Div,86016,0.03%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.6/intermediate/intermediate_act_fn/Erf,Erf,0,0.00%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.6/intermediate/intermediate_act_fn/Add,Add,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.6/intermediate/intermediate_act_fn/Mul,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.6/intermediate/intermediate_act_fn/Mul_1,Mul,21504,0.01%,86016,0.02%,0,0.00%,1x14x1536,1x14x1536
/encoder/layer.6/output/dense/MatMul,MatMul,8257536,2.72%,2380800,0.49%,589824,0.50%,1x14x1536,1x14x384
/encoder/layer.6/output/dense/Add,Add,5376,0.00%,23040,0.00%,384,0.00%,384,1x14x384
